id,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015
370630020072,124.05,123.15,122.51,121.05,121.12,123.4,117.04,110.45,110.09,117.13,110.5
370630003013,89.17,131.63,116.03,120.66,167.41,114.62,128.3,159.83,146.38,137.55,163.57
370630021003,146.03,124.48,127.13,118.14,93.27,110.34,112.53,103.22,116.74,111.4,83.81
370630015022,,367.5,1.83,2.1,,1.88,1.87,1.85,1.44,2.02,1.76
370630019002,108.13,135.04,122.1,119.32,119.53,119.07,116.48,117.81,117.56,115.99,113.27
370630019001,116.38,146.26,139.05,129.85,120.19,129.37,131.41,206.09,175.22,172.22,157.8
370630007001,57.34,83.77,112.8,91.46,119.39,46.92,141.57,126.24,159.38,159.35,170.02
370630016011,129.46,152.1,153.67,137.9,113.79,120.73,94.9,119.65,96.91,118.66,116
370630016041,126.73,131.59,124.47,115.18,116.56,117.5,110.95,105.5,110.6,113.24,116.5
370630020182,127.79,133.13,135.41,133.41,131.07,130.37,117.9,111.69,112.95,113.32,115.79
370630017072,116.52,111.8,110.36,104.6,111.58,109.75,97.5,99.94,103.92,103.11,99.66
370630018011,105.49,107.91,100.33,102.69,92.21,90.75,88.26,83.28,96.58,84.1,90.08
370630017081,100.92,97.2,90.86,86.65,87.81,86.88,78.85,73.21,78.51,76.91,74.13
370630020211,137.25,132.93,131.42,113.95,108.63,112.08,122.07,105.34,116.86,121.5,120.59
370630020212,124.31,125.82,124.93,125.23,121.5,117.78,113.43,108.94,111.19,109.28,103.03
370630020221,127.51,139.97,124.14,135.04,127.46,136.22,137.45,128.06,121.87,129.94,129.59
370630020222,142.22,137.45,143.95,140.13,135.53,138.63,128.26,126.6,125.55,126.68,119.17
370630020231,126.96,140.08,138.66,129.03,137.5,135.82,122.94,125.81,113.25,128.47,113.73
370630016043,115.49,113.53,121.16,105.95,107.17,102.37,89.36,94.14,91.49,93.87,93.48
370630016034,122.12,126.82,137.64,126.05,109.84,116.68,109.23,110.32,106.03,108.78,106.14
370630017111,124.64,119.61,118.93,114.93,110.55,90.71,91.14,87.84,88.43,94.33,515.91
370630016032,118.65,114.69,117.68,103.69,92.51,95.89,85.69,93.37,94.04,95.33,92.93
370630011002,33.88,50.06,34.69,61.12,76.56,107.07,84.18,92.86,91.46,26.08,
370630018022,96.22,103.41,83.33,98.53,97.06,89.7,77.33,80.39,49.84,81.37,58.29
370630018013,100.28,96.58,92.51,86.88,94.33,90.99,79.36,75.5,89.77,80.12,85.25
370630018012,103.96,105.73,99.96,84.43,88.26,75.01,63.85,77.81,79.47,84.1,77.23
370630020232,122.69,121.7,121.88,125.66,121.5,124.72,111.35,119.73,104.67,112.62,106.72
370630020241,130.06,136.23,136.99,132.03,133.09,127.85,121.66,114.77,115.65,116.7,116.81
370630020242,125.75,128.58,129.48,126.57,128.38,129.91,113.62,101.52,111.46,108.65,97.08
370630020243,127.29,122.53,125.04,121.25,110.66,112.83,114.42,104.93,107.52,103.32,101.7
370630020251,110.52,110.66,118.03,117.4,115.66,116.72,114.15,109.97,107.53,105.57,107.08
370630006002,137.62,127.11,122.58,141.5,140.19,122.69,113.45,119.71,144.25,125.93,118.43
370630017102,109.84,100.89,104.6,93.63,89.35,86.26,78.48,93.33,93.04,77.08,94.98
370630017051,107.12,105.06,104.43,93.98,101.1,102.37,96.41,87.45,93.31,98.36,90.18
370630017113,84.55,89.92,92.91,92.1,82.18,81.07,86.35,62.46,71.1,63.63,57.15
370630020171,140.79,133.09,133.73,119.64,122.66,120.94,106.48,108.38,126.47,123.51,111.43
370630020081,198.62,181.33,164.67,147.21,170,135.69,148.07,196.12,181.94,181.71,184.87
370630016013,110.74,114.77,109.19,111.16,106.34,95.7,98.26,93.54,92.86,95.53,98.96
